"loan_amnt","funded_amnt","term","int_rate","installment","emp_length","home_ownership","annual_inc","purpose","dti","delinq_2yrs","earliest_cr_line","open_acc","revol_bal","total_acc","pct_of_inc","result"
11000,11000," 36 months",18.25,399.06,"10+ years","MORTGAGE",65000,"debt_consolidation",6.3,0,1993-09-14,9,12197,11,0.169230769230769,1
1200,1200," 36 months",12.35,40.06,"10+ years","MORTGAGE",80000,"debt_consolidation",12.81,0,1997-01-27,13,23932,63,0.015,1
1000,1000," 36 months",7.9,31.3,"3 years","MORTGAGE",40000,"home_improvement",17.07,0,1993-05-02,8,3186,49,0.025,1
12000,12000," 36 months",9.71,385.58,"10+ years","MORTGAGE",53000,"debt_consolidation",19.97,0,1998-08-26,10,8692,25,0.226415094339623,1
30000,30000," 36 months",17.77,1081.12,"5 years","RENT",124000,"debt_consolidation",12.73,0,1993-02-17,17,11357,25,0.241935483870968,1
12000,12000," 36 months",6.62,368.45,"< 1 year","RENT",65000,"debt_consolidation",12.65,0,1988-11-27,5,18242,17,0.184615384615385,1
30000,30000," 60 months",22.47,836.61,"6 years","RENT",140000,"credit_card",10.96,2,1997-07-28,13,30279,23,0.214285714285714,0
12000,12000," 36 months",6.03,365.23,"10+ years","MORTGAGE",95000,"other",5.58,0,2000-05-15,7,8696,25,0.126315789473684,1
35000,35000," 60 months",21.98,966.27,"10+ years","RENT",85000,"debt_consolidation",16.88,0,1994-01-19,9,17059,28,0.411764705882353,0
10000,10000," 36 months",8.9,317.54,"3 years","MORTGAGE",130000,"other",5.25,0,2000-05-06,4,0,28,0.0769230769230769,1
17625,17625," 60 months",21,476.82,"10+ years","RENT",39500,"credit_card",18.77,0,1987-12-10,15,7460,24,0.44620253164557,0
2350,2350," 36 months",15.81,82.4,"1 year","RENT",30000,"other",29.48,0,2007-09-13,11,3209,11,0.0783333333333333,0
7000,7000," 36 months",16.29,247.11,"3 years","RENT",46000,"debt_consolidation",27.55,0,2002-02-12,18,6671,53,0.152173913043478,1
16000,16000," 36 months",8.9,508.06,"10+ years","MORTGAGE",53600,"major_purchase",8.27,1,1989-04-01,13,14867,23,0.298507462686567,1
21850,21850," 36 months",6.62,670.88,"10+ years","MORTGAGE",45000,"other",23.79,0,1996-09-13,7,2559,22,0.485555555555556,1
35000,35000," 36 months",11.14,1148.18,"10+ years","MORTGAGE",180000,"major_purchase",13.28,0,1995-12-07,13,21207,29,0.194444444444444,0
4500,4500," 36 months",19.72,166.6,"< 1 year","RENT",38000,"other",29.84,0,2000-09-10,10,10826,15,0.118421052631579,0
9000,9000," 36 months",8.9,285.78,"6 years","OWN",68084,"debt_consolidation",8.59,0,2000-06-29,6,24256,12,0.132189648081781,1
30925,30925," 60 months",21.98,853.77,"10+ years","MORTGAGE",134000,"debt_consolidation",20.3,0,1993-11-25,14,112055,29,0.230783582089552,0
9000,9000," 36 months",15.1,312.43,"8 years","MORTGAGE",85000,"debt_consolidation",16.22,0,1988-10-15,11,18959,37,0.105882352941176,1
17600,17600," 36 months",11.14,577.37,"10+ years","RENT",50000,"credit_card",26.95,0,2000-11-19,12,25444,35,0.352,1
12000,12000," 36 months",7.62,373.94,"10+ years","MORTGAGE",75000,"debt_consolidation",12.43,0,1999-10-01,6,4210,27,0.16,1
5000,5000," 36 months",11.14,164.03,"3 years","RENT",52000,"debt_consolidation",16.71,0,2005-03-06,12,6590,25,0.0961538461538462,1
8000,8000," 36 months",13.67,272.15,"< 1 year","RENT",33500,"other",23.5,0,2000-01-29,5,27151,6,0.238805970149254,0
9600,9600," 36 months",14.65,331.15,"4 years","RENT",52000,"other",24.48,0,1996-09-09,19,11930,43,0.184615384615385,1
18000,18000," 36 months",13.11,607.45,"8 years","RENT",134000,"debt_consolidation",14.52,0,1992-11-29,11,50561,33,0.134328358208955,1
12375,12375," 36 months",16.29,436.85,"< 1 year","OWN",34000,"debt_consolidation",34.84,0,1997-03-27,22,13639,36,0.363970588235294,0
12000,12000," 36 months",12.12,399.26,"6 years","RENT",42000,"credit_card",31.69,0,1998-01-15,13,14952,19,0.285714285714286,1
9600,9600," 36 months",18.49,349.43,"10+ years","OWN",51000,"debt_consolidation",22.28,0,1998-11-20,14,8661,63,0.188235294117647,1
35000,35000," 60 months",19.52,917.97,"3 years","OWN",97000,"debt_consolidation",3.9,0,2002-02-24,7,20032,14,0.360824742268041,1
21250,21250," 36 months",14.09,727.21,"1 year","RENT",48000,"debt_consolidation",28.93,0,2001-12-29,15,20934,33,0.442708333333333,1
6000,6000," 36 months",14.09,205.33,"10+ years","RENT",80000,"debt_consolidation",24.29,0,2003-05-01,18,10041,23,0.075,1
4000,4000," 36 months",14.33,137.36,"8 years","MORTGAGE",32000,"debt_consolidation",23.13,0,1997-10-26,24,14941,31,0.125,0
14500,14500," 36 months",7.51,451.11,"7 years","MORTGAGE",150000,"small_business",5.13,0,1994-01-16,14,18638,41,0.0966666666666667,1
19550,19550," 60 months",19.91,516.98,"n/a","MORTGAGE",50000,"credit_card",8.86,0,1998-02-20,8,19680,23,0.391,1
16000,16000," 36 months",12.12,532.35,"10+ years","MORTGAGE",150000,"debt_consolidation",12.1,1,1998-10-10,13,9646,45,0.106666666666667,1
12000,12000," 36 months",18.49,436.79,"4 years","MORTGAGE",115000,"debt_consolidation",19.9,0,1996-04-23,9,38706,19,0.104347826086957,0
4000,4000," 36 months",7.9,125.17,"6 years","MORTGAGE",90000,"credit_card",6.79,0,2005-05-01,9,9067,21,0.0444444444444444,1
3000,3000," 36 months",6.62,92.12,"10+ years","MORTGAGE",85000,"home_improvement",17.46,0,1989-07-12,12,21432,31,0.0352941176470588,1
7200,7200," 36 months",17.27,257.67,"10+ years","RENT",70000,"other",18.7,0,1998-12-16,19,24561,31,0.102857142857143,1
8000,8000," 36 months",14.09,273.78,"10+ years","RENT",45000,"debt_consolidation",15.57,0,1999-06-05,7,6993,15,0.177777777777778,1
18000,18000," 60 months",13.11,410.57,"6 years","MORTGAGE",177000,"credit_card",19.84,0,1999-07-03,12,1499,35,0.101694915254237,1
6950,6950," 36 months",12.12,231.24,"< 1 year","RENT",45000,"credit_card",6.87,0,2006-10-24,7,6631,16,0.154444444444444,1
18000,18000," 36 months",13.11,607.45,"2 years","RENT",55000,"credit_card",20.51,2,2002-05-11,17,10984,32,0.327272727272727,1
16000,16000," 36 months",13.11,539.96,"10+ years","OWN",50000,"debt_consolidation",31.38,0,1986-10-16,10,20334,24,0.32,1
6000,6000," 36 months",8.9,190.52,"2 years","RENT",34200,"debt_consolidation",10.56,0,2007-04-18,6,1642,7,0.175438596491228,1
13100,13100," 60 months",17.27,327.48,"2 years","RENT",42000,"debt_consolidation",24.31,0,2004-06-07,10,2894,13,0.311904761904762,0
14400,14400," 36 months",12.12,479.12,"10+ years","MORTGAGE",85000,"debt_consolidation",17.8,1,1985-10-26,19,33411,46,0.169411764705882,1
8000,8000," 36 months",7.9,250.33,"7 years","MORTGAGE",58075,"debt_consolidation",20.76,0,2004-09-21,7,6100,15,0.137752905725355,1
17825,17825," 60 months",18.55,457.99,"10+ years","MORTGAGE",67000,"debt_consolidation",10.78,1,1996-04-25,14,15259,44,0.266044776119403,1
21000,21000," 36 months",12.69,704.45,"6 years","MORTGAGE",76000,"debt_consolidation",19.68,0,1998-05-10,10,42111,24,0.276315789473684,1
13000,13000," 36 months",7.9,406.78,"4 years","RENT",45000,"small_business",2.14,0,2001-06-10,6,3182,13,0.288888888888889,0
16000,16000," 36 months",15.31,557.08,"10+ years","MORTGAGE",119000,"credit_card",9.99,0,1988-12-29,21,55121,38,0.134453781512605,0
8000,8000," 36 months",16.29,282.41,"< 1 year","RENT",35000,"debt_consolidation",22.26,1,1995-07-03,6,13290,23,0.228571428571429,0
13200,13200," 36 months",15.8,462.78,"10+ years","RENT",50000,"debt_consolidation",27.41,0,2004-05-23,9,21399,16,0.264,1
12000,12000," 36 months",14.65,413.94,"1 year","RENT",29000,"credit_card",21.6,0,1997-08-31,8,17012,19,0.413793103448276,1
21000,21000," 36 months",6.62,644.78,"9 years","MORTGAGE",150000,"debt_consolidation",11.35,1,1982-03-12,20,65311,50,0.14,1
15000,15000," 36 months",7.9,469.36,"10+ years","MORTGAGE",90000,"debt_consolidation",11.6,1,1996-10-29,9,17241,24,0.166666666666667,1
7200,7200," 36 months",13.05,242.77,"1 year","RENT",25000,"debt_consolidation",12.14,0,2006-03-08,10,4491,14,0.288,1
6975,6975," 36 months",7.9,218.25,"10+ years","RENT",58000,"credit_card",10.22,0,1993-12-15,9,7905,14,0.120258620689655,1
12000,12000," 36 months",18.49,436.79,"8 years","RENT",101000,"credit_card",13.01,0,2000-04-18,7,14156,15,0.118811881188119,1
12000,12000," 60 months",20.2,319.27,"2 years","MORTGAGE",126000,"credit_card",8.63,2,1993-10-10,5,12291,20,0.0952380952380952,1
22250,22250," 60 months",21,601.94,"10+ years","MORTGAGE",50350,"debt_consolidation",18.21,0,2005-07-02,5,6084,14,0.441906653426018,0
35000,35000," 60 months",14.33,820.39,"7 years","MORTGAGE",160000,"house",0.81,0,2001-07-18,8,4452,14,0.21875,1
12000,12000," 36 months",12.12,399.26,"6 years","MORTGAGE",67896,"debt_consolidation",14.05,0,2001-07-02,13,18681,20,0.176740897843761,1
7500,7500," 36 months",13.11,253.11,"10+ years","MORTGAGE",67200,"debt_consolidation",14.04,1,1996-08-26,14,35282,39,0.111607142857143,1
21000,21000," 36 months",7.9,657.1,"1 year","MORTGAGE",75000,"debt_consolidation",16.08,0,1993-02-09,10,7533,31,0.28,1
5000,5000," 36 months",14.33,171.7,"2 years","RENT",55000,"debt_consolidation",3.99,0,1990-07-31,5,8791,8,0.0909090909090909,1
10800,10800," 36 months",13.11,364.47,"n/a","RENT",34000,"medical",4.09,0,2002-01-30,5,3903,12,0.317647058823529,0
5400,5400," 36 months",10.74,176.13,"6 years","MORTGAGE",30000,"debt_consolidation",13.1,0,2006-12-05,9,7589,16,0.18,0
9600,9600," 36 months",11.14,314.93,"3 years","RENT",45000,"car",0.67,0,2008-08-11,6,93,9,0.213333333333333,1
14125,14125," 36 months",13.11,476.68,"10+ years","MORTGAGE",47400,"debt_consolidation",24.73,2,1986-05-26,14,22210,36,0.297995780590717,0
6250,6250," 36 months",10.16,202.14,"6 years","RENT",31000,"credit_card",21.17,0,2007-09-17,11,5894,14,0.201612903225806,1
24575,24575," 36 months",13.11,829.34,"6 years","MORTGAGE",108000,"debt_consolidation",32.17,0,2000-12-22,13,29613,26,0.227546296296296,1
5250,5250," 36 months",17.27,187.89,"9 years","MORTGAGE",58600,"credit_card",23.49,0,2010-01-18,7,2615,13,0.0895904436860068,0
12000,12000," 36 months",11.14,393.67,"2 years","MORTGAGE",84000,"debt_consolidation",11.16,0,1986-05-05,6,29678,18,0.142857142857143,1
15000,15000," 36 months",15.31,522.26,"6 years","MORTGAGE",62286,"debt_consolidation",21.58,0,2003-07-14,11,4505,39,0.240824583373471,1
30000,30000," 60 months",21,811.61,"10+ years","RENT",275000,"house",8.18,0,1989-01-15,5,0,13,0.109090909090909,1
15500,15500," 36 months",13.11,523.08,"3 years","RENT",45000,"credit_card",21.92,0,2001-07-25,6,14184,19,0.344444444444444,1
23350,23350," 36 months",6.03,710.67,"10+ years","OWN",65000,"house",0.92,0,1996-05-07,8,494,29,0.359230769230769,1
15000,15000," 36 months",11.55,495,"10+ years","RENT",80000,"debt_consolidation",13.21,0,1996-11-14,15,20849,26,0.1875,1
10000,10000," 36 months",12.12,332.72,"7 years","OWN",60000,"debt_consolidation",20.1,0,2001-03-07,9,6887,17,0.166666666666667,1
10000,10000," 36 months",14.09,342.22,"< 1 year","RENT",34000,"debt_consolidation",9.11,0,2000-03-11,8,11369,18,0.294117647058824,1
17000,17000," 36 months",11.55,561,"10+ years","MORTGAGE",92000,"debt_consolidation",9.65,1,2005-05-15,9,21485,19,0.184782608695652,1
8975,8975," 36 months",15.31,312.49,"10+ years","RENT",89000,"small_business",11.21,7,1991-07-19,9,1400,39,0.100842696629213,0
1000,1000," 36 months",16.2,35.26,"10+ years","MORTGAGE",56447,"medical",25.32,0,2001-01-29,7,339,38,0.0177157333427817,1
10000,10000," 36 months",10.16,323.43,"9 years","MORTGAGE",74200,"debt_consolidation",7.26,0,2001-07-03,6,13147,22,0.134770889487871,1
1200,1200," 36 months",19.22,44.13,"10+ years","MORTGAGE",135000,"other",24.04,1,1975-08-23,16,44358,48,0.00888888888888889,1
28000,28000," 36 months",21.49,1061.96,"7 years","RENT",220000,"credit_card",1.4,0,1985-10-12,9,9703,28,0.127272727272727,0
8000,8000," 36 months",14.33,274.71,"2 years","RENT",43500,"debt_consolidation",19.01,0,2000-12-12,14,7040,26,0.183908045977011,1
35000,35000," 36 months",21.7,1331.25,"2 years","MORTGAGE",89364,"medical",17.81,0,2003-03-25,17,17445,35,0.391656595497068,1
5000,5000," 36 months",8.9,158.77,"7 years","MORTGAGE",80000,"credit_card",15.93,0,1999-04-17,10,12307,19,0.0625,1
14400,14400," 36 months",18.49,524.15,"4 years","RENT",62000,"credit_card",33.23,0,1998-09-25,14,11089,62,0.232258064516129,1
20275,20275," 36 months",18.49,737.99,"10+ years","RENT",65000,"debt_consolidation",4.26,5,1985-11-11,5,6111,32,0.311923076923077,1
17050,17050," 60 months",20.49,456.39,"6 years","MORTGAGE",38000,"debt_consolidation",26.11,0,2003-12-04,10,11907,26,0.448684210526316,0
3275,3275," 36 months",16.29,115.61,"10+ years","RENT",51000,"debt_consolidation",24.32,0,1998-07-08,21,17170,28,0.0642156862745098,0
11200,11200," 36 months",6.62,343.89,"2 years","RENT",75000,"credit_card",14.62,0,1998-09-03,15,3555,23,0.149333333333333,1
6500,6500," 36 months",12.12,216.27,"< 1 year","RENT",56000,"credit_card",14.74,0,2005-10-21,20,4676,24,0.116071428571429,1
10000,10000," 36 months",16.29,353.01,"10+ years","MORTGAGE",59000,"credit_card",12.97,0,2000-06-29,16,24254,23,0.169491525423729,1
8000,8000," 36 months",6.03,243.49,"< 1 year","MORTGAGE",65000,"other",6.26,0,1987-01-24,13,3388,35,0.123076923076923,1
12250,12250," 36 months",13.68,416.78,"10+ years","MORTGAGE",35000,"debt_consolidation",13.27,1,1999-07-16,11,8051,23,0.35,0
22000,22000," 60 months",15.8,532.67,"10+ years","RENT",49000,"debt_consolidation",9.11,0,1987-04-28,11,12241,29,0.448979591836735,1
20000,20000," 36 months",12.12,665.44,"4 years","MORTGAGE",63240,"debt_consolidation",21.77,0,1998-04-15,12,17121,27,0.316255534471853,1
6375,6375," 36 months",7.9,199.48,"1 year","RENT",80464,"vacation",25.1,0,2008-04-10,11,2215,17,0.0792279777291708,1
7200,7200," 36 months",14.09,246.4,"4 years","MORTGAGE",65000,"debt_consolidation",25.31,0,2001-11-25,15,12670,23,0.110769230769231,1
10000,10000," 36 months",15.31,348.18,"4 years","RENT",210000,"credit_card",6.7,2,2006-11-07,12,11628,20,0.0476190476190476,1
16800,16800," 36 months",12.12,558.97,"5 years","MORTGAGE",67000,"debt_consolidation",24.45,0,2004-11-04,16,8037,33,0.250746268656716,1
16000,16000," 36 months",8.9,508.06,"1 year","RENT",6e+05,"debt_consolidation",1.51,0,1997-11-27,20,22687,41,0.0266666666666667,1
5000,5000," 36 months",8.9,158.77,"1 year","RENT",62000,"debt_consolidation",8.59,0,2005-02-08,4,11847,4,0.0806451612903226,1
24000,24000," 60 months",20.31,640.01,"3 years","RENT",80000,"debt_consolidation",20.94,0,2004-06-28,10,19054,18,0.3,1
10550,10550," 36 months",14.65,363.92,"6 years","OWN",27000,"debt_consolidation",14.49,0,2001-08-31,15,12453,25,0.390740740740741,1
20000,20000," 36 months",10.16,646.85,"2 years","MORTGAGE",95000,"debt_consolidation",9.84,0,1992-04-19,8,13129,24,0.210526315789474,1
25475,25475," 60 months",23.28,722.26,"10+ years","RENT",99877,"debt_consolidation",15.54,8,2001-01-11,10,20045,27,0.255063728385915,1
20000,20000," 36 months",7.9,625.81,"10+ years","MORTGAGE",91200,"other",15.51,0,1995-07-06,15,9409,44,0.219298245614035,1
3250,3250," 36 months",14.33,111.6,"1 year","RENT",21000,"debt_consolidation",33.54,0,2001-10-15,7,4959,10,0.154761904761905,0
12000,12000," 36 months",10.16,388.11,"< 1 year","RENT",49358,"credit_card",30.07,0,2002-10-21,12,14343,26,0.243121682402042,1
3625,3625," 36 months",14.65,125.05,"4 years","RENT",24000,"credit_card",24.35,0,2007-10-30,10,6719,11,0.151041666666667,0
3600,3600," 36 months",7.9,112.65,"2 years","RENT",24000,"debt_consolidation",24.2,0,2001-05-07,8,4667,19,0.15,1
5950,5950," 36 months",8.9,188.94,"2 years","MORTGAGE",82000,"debt_consolidation",23.81,0,2001-04-10,9,39469,27,0.0725609756097561,1
2000,2000," 36 months",19.72,74.05,"6 years","RENT",25563.2,"renewable_energy",27.51,0,1996-09-16,6,10297,11,0.0782374663578895,1
6950,6950," 36 months",18.49,252.98,"10+ years","MORTGAGE",38000,"debt_consolidation",11.94,0,2001-07-25,7,4198,12,0.182894736842105,0
11275,11275," 36 months",12.12,375.14,"10+ years","OWN",57408,"debt_consolidation",24.35,0,1990-11-27,8,21562,42,0.196401198439242,1
28000,28000," 60 months",21.49,765.24,"10+ years","MORTGAGE",96000,"credit_card",14.61,0,2001-05-24,7,33865,16,0.291666666666667,1
5000,5000," 36 months",10.16,161.72,"5 years","RENT",44000,"debt_consolidation",19.72,0,2007-12-15,9,5139,11,0.113636363636364,1
15075,15075," 36 months",19.05,552.98,"5 years","RENT",39000,"debt_consolidation",33.54,0,2006-11-25,13,19327,19,0.386538461538462,0
11900,11900," 36 months",10.16,384.88,"10+ years","MORTGAGE",35300,"credit_card",16.43,0,1995-06-30,12,16354,26,0.337110481586402,1
16000,16000," 36 months",12.12,532.35,"8 years","MORTGAGE",60000,"credit_card",27.7,0,1990-06-28,24,19982,26,0.266666666666667,1
7500,7500," 36 months",15.88,263.24,"< 1 year","RENT",40000,"debt_consolidation",23.88,0,2006-05-04,8,8873,16,0.1875,1
12000,12000," 36 months",6.62,368.45,"1 year","RENT",90000,"debt_consolidation",2.05,0,1996-08-04,13,12421,25,0.133333333333333,1
20000,20000," 36 months",7.62,623.23,"10+ years","MORTGAGE",70000,"debt_consolidation",12.27,0,1983-07-12,10,4738,21,0.285714285714286,0
26300,26300," 36 months",12.35,877.94,"10+ years","MORTGAGE",74000,"credit_card",25.12,0,1990-10-27,9,38178,18,0.355405405405405,1
22000,22000," 36 months",13.11,742.44,"10+ years","MORTGAGE",117000,"debt_consolidation",5.25,0,1999-08-13,7,23962,35,0.188034188034188,1
9175,9175," 36 months",17.1,327.58,"10+ years","MORTGAGE",50000,"debt_consolidation",21.41,1,1990-06-23,11,14414,28,0.1835,1
4250,4250," 36 months",13.11,143.43,"6 years","RENT",95820,"car",12.61,0,1986-12-14,6,20625,10,0.0443539970778543,1
14400,14400," 60 months",18.55,369.99,"10+ years","OWN",65000,"debt_consolidation",8.92,1,1998-12-18,7,3943,27,0.221538461538462,1
9125,9125," 36 months",13.11,307.95,"3 years","MORTGAGE",48000,"debt_consolidation",17.75,1,1999-01-01,10,9047,30,0.190104166666667,1
22000,22000," 60 months",13.11,501.81,"4 years","MORTGAGE",100750,"debt_consolidation",26.19,0,2001-02-14,14,26477,37,0.218362282878412,1
20250,20250," 60 months",19.72,533.36,"< 1 year","OWN",45000,"debt_consolidation",20.13,0,1999-12-17,18,26336,31,0.45,1
5500,5500," 36 months",12.12,183,"< 1 year","RENT",26500,"credit_card",7.02,0,2006-08-04,5,2335,7,0.207547169811321,1
6500,6500," 36 months",15.31,226.32,"8 years","MORTGAGE",35000,"debt_consolidation",13.27,1,1981-10-01,12,6562,22,0.185714285714286,1
5000,5000," 36 months",6.62,153.52,"n/a","OWN",32340,"home_improvement",29.5,0,2000-08-29,8,12581,18,0.15460729746444,1
7150,7150," 36 months",13.11,241.3,"< 1 year","RENT",44000,"debt_consolidation",12.33,0,2003-09-23,11,10561,18,0.1625,1
6000,6000," 36 months",17.1,214.22,"1 year","OWN",50000,"debt_consolidation",24,0,2010-08-01,8,7603,10,0.12,1
12000,12000," 36 months",7.9,375.49,"8 years","MORTGAGE",87060,"credit_card",7.57,0,2002-09-09,6,11062,13,0.137835975189524,1
15875,15875," 36 months",17.77,572.09,"5 years","RENT",40000,"debt_consolidation",16.68,2,2004-10-12,15,10546,20,0.396875,0
30000,30000," 36 months",8.9,952.6,"4 years","OWN",98000,"debt_consolidation",10.29,0,2000-07-29,10,9944,34,0.306122448979592,1
3000,3000," 36 months",17.77,108.12,"2 years","OWN",50000,"debt_consolidation",24.58,0,2002-11-05,8,1385,19,0.06,1
8325,8325," 36 months",20.2,310.24,"4 years","MORTGAGE",25000,"debt_consolidation",33.56,0,2008-03-20,7,4591,11,0.333,1
16000,16000," 60 months",18.49,410.58,"10+ years","MORTGAGE",44366,"debt_consolidation",25.15,0,1997-12-14,8,22962,15,0.360636523463914,1
21000,21000," 60 months",23.13,593.57,"9 years","MORTGAGE",57000,"debt_consolidation",20.29,0,2002-11-08,9,12102,25,0.368421052631579,1
11450,11450," 36 months",7.9,358.28,"10+ years","MORTGAGE",56000,"debt_consolidation",13.84,0,2003-03-03,5,14000,9,0.204464285714286,1
10625,10625," 36 months",14.33,364.85,"3 years","RENT",31000,"credit_card",19.94,0,2001-03-29,14,13232,29,0.342741935483871,1
3600,3600," 36 months",14.09,123.2,"7 years","MORTGAGE",62000,"vacation",21.77,0,1994-12-19,9,35625,26,0.0580645161290323,1
29100,29100," 60 months",19.72,766.45,"10+ years","MORTGAGE",66000,"debt_consolidation",22.13,0,2000-10-06,9,17555,19,0.440909090909091,0
18700,18700," 60 months",21.48,510.97,"10+ years","MORTGAGE",92000,"debt_consolidation",16.21,1,1998-05-24,19,9471,37,0.203260869565217,1
35000,35000," 36 months",22.95,1353.93,"10+ years","OWN",120000,"debt_consolidation",29.39,2,1990-08-01,8,20743,19,0.291666666666667,0
9250,9250," 60 months",25.28,273.03,"10+ years","MORTGAGE",58000,"other",16.84,0,2003-10-21,10,12432,19,0.15948275862069,1
15000,15000," 36 months",11.14,492.08,"10+ years","MORTGAGE",65000,"debt_consolidation",22.19,0,1992-10-04,24,34585,57,0.230769230769231,1
1500,1500," 60 months",10.74,32.42,"n/a","RENT",15000,"other",0.2,0,1985-11-04,7,0,17,0.1,1
2800,2800," 36 months",8.9,88.91,"1 year","RENT",57000,"debt_consolidation",6.06,0,2003-09-16,7,9601,27,0.0491228070175439,1
20000,20000," 60 months",17.27,499.96,"6 years","MORTGAGE",104000,"debt_consolidation",10.94,0,2000-12-27,9,8843,26,0.192307692307692,1
30000,30000," 36 months",13.67,1020.53,"10+ years","MORTGAGE",1e+06,"home_improvement",5.36,3,1982-12-18,10,67298,30,0.03,1
3025,3025," 36 months",11.14,99.24,"7 years","RENT",60000,"debt_consolidation",23.46,0,2003-05-29,15,23256,32,0.0504166666666667,1
20000,20000," 60 months",21,541.07,"10+ years","MORTGAGE",88000,"home_improvement",16.62,0,2008-09-29,16,11051,19,0.227272727272727,1
21725,21725," 36 months",14.09,743.46,"2 years","MORTGAGE",72100,"credit_card",22.1,0,1998-07-26,8,14536,34,0.301317614424411,0
8000,8000," 36 months",19.72,296.17,"3 years","RENT",25000,"other",24.46,2,1997-01-20,15,14582,23,0.32,0
6500,6500," 60 months",22.47,181.27,"10+ years","MORTGAGE",45000,"home_improvement",15.09,0,1999-08-03,8,4434,26,0.144444444444444,1
1200,1200," 36 months",9.67,38.54,"10+ years","OWN",58000,"debt_consolidation",5.23,0,1991-05-20,11,14199,20,0.0206896551724138,1
8000,8000," 36 months",17.27,286.3,"1 year","MORTGAGE",45000,"debt_consolidation",10.27,2,1994-02-24,15,7454,34,0.177777777777778,1
35000,35000," 60 months",23.83,1003.43,"10+ years","MORTGAGE",110000,"debt_consolidation",34.08,0,1999-07-18,14,41721,50,0.318181818181818,0
4800,4800," 36 months",13.11,161.99,"7 years","RENT",33758,"debt_consolidation",24.71,0,1999-09-04,5,11774,11,0.142188518277149,0
5200,5200," 36 months",11.14,170.59,"1 year","MORTGAGE",257000,"credit_card",9.25,0,1999-01-15,20,18772,45,0.0202334630350195,1
9700,9700," 36 months",12.12,322.74,"10+ years","MORTGAGE",53300,"debt_consolidation",13.15,0,2002-07-06,5,10883,20,0.181988742964353,0
17500,17500," 36 months",7.9,547.58,"9 years","MORTGAGE",51866.93,"debt_consolidation",29.5,0,1997-10-28,16,16658,25,0.337401885941582,0
3000,3000," 36 months",21,113.03,"2 years","RENT",13000,"credit_card",21.51,0,2008-11-13,6,2938,6,0.230769230769231,1
10500,10500," 36 months",14.33,360.56,"10+ years","MORTGAGE",62000,"debt_consolidation",8.87,1,2001-09-17,7,9836,25,0.169354838709677,1
25000,25000," 60 months",23.83,716.74,"10+ years","MORTGAGE",84000,"debt_consolidation",20.67,2,1995-12-30,12,19939,25,0.297619047619048,1
20000,20000," 36 months",13.11,674.94,"9 years","MORTGAGE",1e+05,"debt_consolidation",18.46,0,1998-12-31,8,32163,24,0.2,1
24000,24000," 36 months",13.11,809.93,"6 years","RENT",92000,"credit_card",25.59,2,1994-02-21,9,34429,34,0.260869565217391,1
20000,20000," 36 months",18.49,727.98,"8 years","RENT",60000,"debt_consolidation",24.96,0,2000-05-06,9,5365,36,0.333333333333333,0
6000,6000," 36 months",10.99,196.41,"2 years","MORTGAGE",77000,"home_improvement",14.56,0,2007-02-09,7,4527,9,0.0779220779220779,1
2000,2000," 36 months",16.78,71.09,"10+ years","MORTGAGE",63000,"medical",22.13,0,1997-07-31,8,30487,17,0.0317460317460317,0
18225,18225," 36 months",7.62,567.92,"1 year","MORTGAGE",71000,"debt_consolidation",17.94,0,1997-12-04,17,30355,30,0.25669014084507,1
2650,2650," 36 months",19.72,98.11,"< 1 year","OWN",11000,"debt_consolidation",13.96,0,2009-10-27,13,3253,20,0.240909090909091,0
10000,10000," 36 months",14.33,343.39,"10+ years","MORTGAGE",49900,"debt_consolidation",20.2,0,2007-03-11,13,14510,17,0.200400801603206,1
12000,12000," 36 months",8.9,381.04,"1 year","MORTGAGE",56826,"small_business",7.26,0,1998-08-15,7,8293,23,0.21117094287826,1
11100,11100," 36 months",12.12,369.32,"10+ years","RENT",35000,"credit_card",20.78,0,1999-04-29,7,9490,17,0.317142857142857,0
12175,12175," 36 months",14.33,418.07,"6 years","OWN",35000,"debt_consolidation",6.55,0,1996-10-27,7,8469,23,0.347857142857143,1
35000,35000," 36 months",17.99,1265.16,"10+ years","MORTGAGE",170000,"debt_consolidation",22.12,0,1991-01-29,14,97310,32,0.205882352941176,1
3250,3250," 36 months",12.12,108.14,"9 years","RENT",17761,"debt_consolidation",28.17,0,2007-04-08,6,3859,9,0.18298519227521,1
12000,12000," 36 months",10.74,391.39,"10+ years","MORTGAGE",112000,"credit_card",23.01,0,1993-06-13,14,19667,48,0.107142857142857,1
14000,14000," 60 months",15.8,338.97,"5 years","RENT",72332,"debt_consolidation",22.35,0,1998-08-17,15,23890,25,0.193551954874744,1
17000,17000," 36 months",9.91,547.83,"10+ years","MORTGAGE",81000,"debt_consolidation",17.2,0,2000-02-12,13,22555,26,0.209876543209877,1
16950,16950," 36 months",12.69,568.59,"1 year","RENT",31200,"debt_consolidation",16,0,1999-11-29,10,14069,19,0.543269230769231,1
6000,6000," 36 months",12.12,199.63,"1 year","RENT",41000,"credit_card",16.45,0,1986-02-14,8,4484,16,0.146341463414634,1
35000,35000," 36 months",12.69,1174.07,"3 years","RENT",190000,"debt_consolidation",0.13,0,1994-11-21,3,136,12,0.184210526315789,1
23400,23400," 36 months",7.62,729.18,"2 years","RENT",106000,"credit_card",16.43,0,1996-07-13,8,25922,9,0.220754716981132,1
